Date,Store_ID,Product_Category,Sales_Amount,Is_Holiday,Has_Promotion,Customer_Footfall
2024-06-24,3,Toys,4721.12,0,1,242.0
2026-01-17,2,Groceries,9884.71,0,0,679.0
2025-07-06,5,Home & Kitchen,3418.81,0,0,730.0
2025-04-10,1,Clothing,3924.45,0,0,633.0
2024-05-05,5,Groceries,8205.9,0,0,351.0
2025-06-06,3,Toys,4098.56,0,0,722.0
2024-06-27,3,Toys,4841.95,0,0,793.0
2025-05-23,4,Groceries,7711.62,0,0,772.0
2023-04-28,3,Electronics,4278.86,0,0,237.0
2025-11-18,2,Clothing,5895.63,0,1,481.0
2023-12-20,4,Groceries,10144.54,0,0,419.0
2024-10-20,1,Toys,4770.52,0,0,907.0
2023-11-04,1,Clothing,3859.52,0,0,380.0
2024-04-07,5,Groceries,10524.19,0,0,422.0
2025-05-12,4,Home & Kitchen,2818.24,0,1,970.0
2023-04-29,4,Groceries,14261.58,0,1,1026.0
2023-06-01,3,Toys,3891.02,0,0,246.0
2025-04-02,5,Home & Kitchen,2840.69,0,0,308.0
2024-06-16,3,Home & Kitchen,3619.47,0,1,637.0
2026-03-16,5,Clothing,5575.64,1,0,639.0
2025-05-16,1,Toys,4260.75,0,1,451.0
2024-08-26,2,Toys,5703.17,0,1,1159.0
2025-04-07,3,Home & Kitchen,3455.06,0,0,743.0
2025-08-18,3,Electronics,4605.68,0,0,434.0
2023-12-26,5,Home & Kitchen,3417.42,0,0,847.0
2025-05-23,3,Clothing,3474.62,0,1,1104.0
2023-11-03,2,Groceries,10629.43,0,0,639.0
2023-10-30,3,Clothing,5229.52,0,0,629.0
2025-11-26,3,Electronics,4044.69,0,0,662.0
2023-04-08,1,Home & Kitchen,3833.74,0,0,870.0
2025-08-29,1,Electronics,5604.24,0,0,949.0
2025-05-13,5,Toys,2566.28,0,0,822.0
2025-12-21,4,Clothing,7464.73,0,1,522.0
2025-07-01,1,Groceries,8919.33,0,0,714.0
2023-12-21,5,Electronics,4715.15,0,0,626.0
2024-12-01,1,Electronics,6848.54,0,0,378.0
2025-07-07,2,Home & Kitchen,3022.18,0,0,223.0
2025-09-19,4,Groceries,9416.27,0,0,370.0
2024-08-13,1,Electronics,5120.86,0,0,807.0
2025-02-04,4,Clothing,3736.71,0,0,250.0
2023-12-10,5,Electronics,7117.34,0,0,1136.0
2024-05-01,3,Groceries,8320.36,0,0,651.0
2023-09-25,1,Clothing,4895.29,0,0,688.0
2025-05-04,1,Home & Kitchen,3369.76,0,0,700.0
2025-01-31,1,Groceries,8989.18,0,0,451.0
2024-08-13,4,Electronics,6382.42,0,0,919.0
2025-06-22,1,Home & Kitchen,3578.42,0,0,384.0
2025-04-03,5,Groceries,12326.29,0,1,312.0
2025-07-10,1,Toys,1733.55,0,0,545.0
2024-11-11,5,Home & Kitchen,3845.97,0,0,532.0
2025-05-31,5,Electronics,5186.39,0,0,876.0
2023-10-08,5,Clothing,4730.46,0,1,639.0
2024-04-11,2,Clothing,2739.73,0,0,325.0
2023-10-04,2,Toys,3364.74,0,0,579.0
2024-07-02,4,Groceries,10078.01,0,0,273.0
2024-04-28,1,Groceries,10918.9,0,0,808.0
2024-07-18,2,Home & Kitchen,3229.98,0,0,725.0
2025-09-25,2,Clothing,3365.22,0,0,809.0
2025-10-05,4,Clothing,5106.75,0,0,657.0
2025-04-03,3,Toys,4643.6,0,1,1098.0
2023-04-18,3,Electronics,4018.36,0,0,452.0
2025-05-21,2,Electronics,5592.49,0,0,783.0
2024-11-14,1,Clothing,4398.24,0,0,695.0
2023-07-29,3,Electronics,5891.53,0,0,697.0
2025-12-05,1,Home & Kitchen,3647.66,0,0,517.0
2025-04-26,5,Groceries,13803.03,0,1,1418.0
2024-06-14,2,Electronics,7390.15,0,0,
2023-06-30,5,Toys,2080.37,0,0,662.0
2025-02-26,4,Electronics,6217.01,0,0,667.0
2024-01-03,5,Clothing,3102.92,0,0,555.0
2023-12-16,2,Electronics,7977.89,0,0,518.0
2025-12-25,5,Groceries,11213.03,0,0,264.0
2024-06-14,3,Electronics,6647.94,0,0,227.0
2026-01-07,2,Groceries,8525.14,0,0,855.0
2024-01-10,1,Toys,2717.29,0,0,310.0
2023-09-16,3,Toys,3340.17,0,0,799.0
2023-08-22,2,Electronics,4257.61,0,0,911.0
2025-12-18,3,Groceries,10859.73,0,0,241.0
2026-03-10,1,Clothing,3562.95,0,1,282.0
2024-06-06,2,Groceries,9288.73,0,0,708.0
2025-12-04,1,Groceries,10183.98,0,0,770.0
2025-12-05,3,Clothing,2646.0,0,0,701.0
2024-11-28,3,Home & Kitchen,3366.51,0,0,874.0
2024-08-18,5,Clothing,4267.8,0,0,1171.0
2024-09-29,4,Toys,2741.66,0,0,
2024-11-04,4,Electronics,5582.54,0,0,493.0
2026-03-29,4,Groceries,10080.46,0,0,721.0
2024-03-26,1,Electronics,11210.61,0,1,427.0
2025-01-04,2,Electronics,6878.1,0,0,831.0
2025-04-12,1,Home & Kitchen,3440.53,0,0,852.0
2024-07-14,2,Clothing,2811.99,0,0,414.0
2023-12-30,2,Clothing,4398.84,0,0,638.0
2023-06-03,5,Home & Kitchen,4646.15,0,1,737.0
2025-05-20,1,Electronics,4898.53,0,0,703.0
2025-06-09,3,Groceries,8600.82,0,0,325.0
2025-12-01,3,Groceries,11305.18,0,0,570.0
2026-01-02,3,Electronics,4675.2,0,0,926.0
2023-11-17,1,Toys,2881.7,0,0,731.0
2026-01-02,4,Clothing,3411.88,0,1,1180.0
2023-12-31,5,Home & Kitchen,4587.89,0,0,422.0
2023-06-30,2,Home & Kitchen,1651.38,0,1,598.0
2024-04-29,4,Home & Kitchen,3742.45,0,0,796.0
2025-05-01,3,Electronics,3897.2,0,0,609.0
2025-01-08,1,Clothing,5594.1,0,1,860.0
2023-11-11,5,Groceries,10738.48,0,0,758.0
2023-08-21,5,Clothing,3620.95,0,0,811.0
2024-04-17,1,Home & Kitchen,3108.59,0,0,627.0
2024-06-05,3,Toys,5636.96,0,1,816.0
2023-10-20,4,Clothing,3485.46,0,0,770.0
2025-09-20,2,Clothing,4148.36,0,0,469.0
2024-06-21,2,Home & Kitchen,3093.35,0,0,201.0
2025-08-23,5,Toys,4473.31,0,0,1183.0
2024-06-07,1,Home & Kitchen,4164.65,0,0,907.0
2024-02-08,4,Home & Kitchen,3218.65,0,0,609.0
2024-05-17,4,Electronics,4106.42,0,0,722.0
2025-03-01,2,Clothing,4965.75,0,0,1172.0
2023-07-10,5,Electronics,6093.44,0,0,732.0
2023-08-17,1,Electronics,7307.85,0,1,867.0
2025-06-03,2,Groceries,8583.55,0,0,559.0
2023-07-31,1,Electronics,5362.63,0,0,621.0
2025-07-24,1,Groceries,9783.01,0,0,773.0
2025-10-06,1,Groceries,6522.1,0,0,563.0
2024-10-26,5,Toys,3855.92,0,0,621.0
2026-03-26,2,Groceries,8440.32,0,0,460.0
2023-07-26,1,Clothing,2683.74,0,1,998.0
2024-04-09,4,Clothing,2644.17,0,0,389.0
2025-02-12,5,Toys,2272.65,0,0,824.0
2025-03-20,2,Clothing,5322.81,0,1,562.0
2025-02-23,1,Groceries,10487.53,0,0,578.0
2025-09-21,5,Clothing,3199.99,0,0,678.0
2024-07-19,3,Groceries,8779.88,0,0,403.0
2023-12-20,4,Home & Kitchen,4154.28,0,0,419.0
2025-02-04,4,Toys,3465.19,0,0,250.0
2025-02-02,1,Electronics,5328.17,0,0,958.0
2026-01-09,1,Toys,2448.65,0,0,912.0
2025-12-05,3,Home & Kitchen,3712.77,0,0,701.0
2026-03-04,4,Home & Kitchen,3824.91,0,0,261.0
2025-11-22,5,Clothing,4454.47,0,0,375.0
2026-02-07,1,Home & Kitchen,3607.48,0,0,310.0
2025-04-30,1,Home & Kitchen,3548.37,0,0,636.0
2025-10-10,2,Groceries,7835.5,0,0,985.0
2025-09-10,3,Toys,2456.13,0,0,401.0
2024-03-07,4,Electronics,4745.34,0,0,997.0
2023-06-14,5,Clothing,4371.55,0,0,677.0
2026-01-09,3,Home & Kitchen,2856.94,0,0,682.0
2026-03-27,4,Electronics,5390.74,0,0,470.0
2025-01-04,3,Toys,2050.11,0,0,456.0
2024-01-09,1,Groceries,6915.18,0,0,522.0
2026-01-26,3,Groceries,8780.84,0,0,252.0
2025-02-18,1,Home & Kitchen,2211.31,0,0,937.0
2023-06-11,4,Electronics,12196.21,0,1,1105.0
2025-05-20,3,Clothing,2957.22,0,0,311.0
2024-07-06,4,Clothing,1932.49,0,0,1017.0
2025-11-29,2,Clothing,6376.03,0,0,970.0
2025-06-08,5,Home & Kitchen,3651.26,0,0,698.0
2023-08-05,2,Home & Kitchen,4843.25,0,0,626.0
2024-05-24,5,Home & Kitchen,3492.02,0,0,342.0
2024-08-18,1,Electronics,7773.29,0,1,1029.0
2023-08-19,3,Groceries,10426.31,0,0,1029.0
2025-10-27,4,Home & Kitchen,2849.4,0,0,589.0
2024-03-29,2,Clothing,3113.3,0,1,964.0
2024-03-23,2,Clothing,3630.23,0,0,259.0
2025-02-24,3,Toys,5037.82,0,1,580.0
2024-05-04,4,Groceries,10334.9,0,0,784.0
2024-11-27,5,Toys,3283.99,0,0,883.0
2026-02-07,1,Groceries,8726.82,0,0,310.0
2025-12-16,5,Groceries,11105.93,0,0,640.0
2025-06-09,5,Groceries,8966.06,0,0,624.0
2025-06-28,3,Electronics,8021.67,0,0,440.0
2025-01-10,1,Electronics,5180.36,0,0,422.0
2025-05-21,3,Electronics,6620.87,0,0,690.0
2023-08-10,1,Home & Kitchen,3790.32,0,1,430.0
2024-10-17,1,Groceries,7799.71,0,0,489.0
2025-10-17,3,Toys,2609.09,0,0,390.0
2026-03-31,3,Electronics,4282.56,0,0,934.0
2025-09-30,1,Toys,2665.8,0,0,502.0
2023-09-12,3,Groceries,8702.62,0,0,958.0
2023-10-15,3,Groceries,9974.65,0,0,686.0
2023-10-11,1,Clothing,3151.51,0,0,
2024-10-02,3,Electronics,5434.38,1,0,1031.0
2024-10-08,3,Electronics,1973.58,0,0,557.0
2025-06-19,3,Groceries,8921.15,0,0,394.0
2025-02-09,1,Home & Kitchen,2342.48,0,0,836.0
2023-05-31,1,Clothing,2222.21,0,0,869.0
2023-10-01,2,Electronics,7985.91,0,0,972.0
2024-07-04,1,Home & Kitchen,3959.06,0,0,
2024-04-04,3,Clothing,2928.25,0,1,1180.0
2024-05-20,4,Groceries,8861.1,0,0,751.0
2024-08-18,1,Clothing,4068.37,0,0,858.0
2024-04-21,1,Home & Kitchen,2542.47,0,0,811.0
2023-11-08,5,Groceries,9817.74,0,0,610.0
2024-08-18,1,Toys,4054.73,0,0,858.0
2024-08-10,4,Clothing,2774.73,0,0,871.0
2023-07-24,5,Toys,2910.48,0,0,333.0
2023-07-02,3,Electronics,9379.43,0,0,1060.0
2024-05-28,3,Clothing,2427.51,0,0,856.0
2023-11-18,4,Clothing,7009.18,0,0,482.0
2025-03-07,3,Groceries,7342.05,0,0,911.0
2025-03-18,2,Toys,2782.06,0,0,884.0
2024-11-16,2,Home & Kitchen,6099.46,0,0,1008.0
2023-12-16,5,Toys,5466.49,0,0,441.0
2023-08-08,4,Groceries,7946.98,0,0,557.0
2024-12-18,4,Electronics,6395.66,0,0,776.0
2024-10-16,5,Groceries,7930.2,0,0,668.0
2025-08-29,5,Groceries,7893.15,0,0,387.0
2025-08-18,5,Home & Kitchen,3434.17,0,0,521.0
2026-03-18,2,Electronics,4551.77,0,0,361.0
2025-04-16,2,Electronics,4023.0,0,0,378.0
2026-03-29,2,Groceries,9095.76,0,0,326.0
2025-11-22,3,Groceries,12801.36,0,0,1162.0
2024-12-28,1,Toys,5024.65,0,0,
2024-05-24,4,Groceries,8239.61,0,0,402.0
2025-05-05,3,Toys,3546.57,0,0,741.0
2026-03-20,2,Home & Kitchen,4813.33,0,0,828.0
2025-04-04,4,Home & Kitchen,3283.45,0,0,536.0
2023-08-10,3,Toys,3042.05,0,0,312.0
2024-11-21,5,Electronics,9049.29,1,0,954.0
2026-01-17,5,Groceries,9871.29,0,0,813.0
2025-07-05,5,Clothing,3354.29,0,0,986.0
2025-03-06,5,Home & Kitchen,2264.4,0,0,333.0
2025-07-10,5,Groceries,9000.03,0,0,298.0
2025-05-17,5,Groceries,9123.24,0,0,757.0
2024-06-27,5,Electronics,12872.69,0,1,884.0
2023-11-17,3,Toys,5737.27,0,0,207.0
2024-04-09,3,Toys,2752.78,0,0,408.0
2023-12-28,4,Electronics,5312.51,0,0,875.0
2025-01-10,1,Clothing,3029.34,0,0,422.0
2024-11-26,3,Home & Kitchen,2276.99,0,0,809.0
2025-08-13,5,Clothing,3076.88,0,0,779.0
2025-05-22,3,Electronics,4408.87,0,0,344.0
2023-09-11,5,Toys,1407.53,0,0,207.0
2024-03-30,4,Electronics,8743.28,0,1,1419.0
2025-03-28,3,Home & Kitchen,3089.8,0,0,932.0
2025-01-18,1,Toys,5181.8,0,0,1076.0
2024-09-01,2,Toys,2895.79,0,0,1074.0
2024-04-28,5,Toys,4607.57,0,0,392.0
2024-04-18,4,Electronics,7022.17,0,1,778.0
2024-08-13,1,Clothing,2059.6,0,0,807.0
2025-03-26,5,Home & Kitchen,3267.66,0,0,739.0
2023-06-12,5,Groceries,8486.04,0,0,839.0
2025-06-20,3,Clothing,3941.68,0,0,823.0
2024-03-13,4,Electronics,3853.68,0,0,396.0
2023-12-27,3,Electronics,7573.84,0,0,701.0
2024-06-28,5,Toys,2865.02,0,0,909.0
2023-04-27,2,Toys,1807.5,0,0,885.0
2025-05-19,3,Home & Kitchen,4566.57,0,1,590.0
2024-09-16,2,Home & Kitchen,1993.73,0,0,435.0
2024-01-14,1,Electronics,6464.12,0,0,368.0
2025-04-05,1,Toys,5210.55,0,1,698.0
2024-08-15,2,Toys,3543.65,0,0,815.0
2023-12-09,1,Electronics,10317.52,0,0,603.0
2026-01-14,4,Electronics,4505.64,0,0,236.0
2024-02-10,4,Toys,3544.25,0,0,578.0
2024-08-24,1,Toys,3096.21,0,0,480.0
2025-02-13,3,Home & Kitchen,4113.18,0,0,842.0
2025-08-17,5,Electronics,5611.78,0,0,589.0
2024-09-06,5,Groceries,10485.46,1,0,641.0
2023-07-18,4,Toys,1818.62,0,0,825.0
2023-07-05,4,Electronics,4883.92,0,0,947.0
2024-03-14,3,Toys,2482.2,0,0,586.0
2024-04-02,5,Toys,3825.95,0,0,496.0
2025-01-12,5,Toys,3262.99,0,0,1075.0
2025-08-10,2,Electronics,6143.61,0,0,498.0
2026-01-04,5,Home & Kitchen,2906.06,0,0,508.0
2024-10-19,2,Groceries,15409.77,0,1,1118.0
2024-03-25,5,Home & Kitchen,2842.64,0,0,485.0
2023-09-11,3,Groceries,8205.95,0,0,849.0
2025-04-21,5,Toys,4158.31,0,1,1059.0
2023-12-20,1,Home & Kitchen,3395.0,0,0,490.0
2023-05-01,5,Electronics,6593.81,0,0,
2024-07-13,3,Clothing,1833.81,0,0,589.0
2026-03-28,5,Groceries,8691.14,0,0,356.0
2024-12-27,3,Toys,2332.43,0,0,316.0
2023-12-18,4,Clothing,4407.83,0,1,498.0
2024-12-10,1,Home & Kitchen,3933.01,0,0,861.0
2024-01-12,4,Groceries,8441.43,0,0,522.0
2023-05-14,5,Electronics,4563.75,0,0,708.0
2024-12-18,1,Groceries,9894.28,0,0,358.0
2023-06-04,2,Groceries,14439.46,0,1,1111.0
2023-12-21,1,Home & Kitchen,3561.56,0,0,518.0
2023-08-22,4,Groceries,8294.67,0,0,499.0
2023-04-23,2,Groceries,9060.42,0,0,1105.0
2025-05-01,5,Groceries,13205.6,0,1,486.0
2024-11-14,1,Groceries,9774.55,0,0,695.0
2024-02-04,4,Electronics,10053.05,0,1,
2023-05-02,2,Home & Kitchen,3521.57,0,0,933.0
2023-07-21,3,Home & Kitchen,4604.7,0,0,874.0
2025-08-24,4,Electronics,7076.87,1,0,388.0
2023-09-24,3,Home & Kitchen,3243.98,0,0,
2025-09-01,4,Toys,2555.8,0,0,484.0
2023-11-16,3,Home & Kitchen,1047.67,0,0,458.0
2024-07-15,4,Home & Kitchen,4005.76,0,0,715.0
2024-02-26,3,Groceries,7853.99,0,0,226.0
2024-05-13,1,Home & Kitchen,1410.84,0,0,632.0
2025-04-09,4,Home & Kitchen,1871.78,0,0,366.0
2025-08-10,4,Electronics,9037.29,0,1,1055.0
2025-07-15,4,Groceries,8336.35,0,0,330.0
2026-01-12,2,Home & Kitchen,2785.19,0,0,404.0
2025-08-21,4,Clothing,2429.57,1,0,1374.0
2025-01-20,2,Home & Kitchen,1474.44,0,0,513.0
2025-06-03,1,Toys,4721.69,0,0,749.0
2026-02-08,5,Groceries,8933.53,0,0,
2024-03-17,3,Toys,3148.39,0,0,1118.0
2023-04-27,1,Home & Kitchen,1902.41,0,0,417.0
2024-12-05,4,Home & Kitchen,4182.88,0,0,811.0
2024-12-22,3,Home & Kitchen,3152.87,0,0,304.0
2025-08-12,3,Home & Kitchen,2676.41,0,0,287.0
2024-08-17,2,Home & Kitchen,2412.14,0,0,691.0
2023-12-26,4,Home & Kitchen,4092.8,0,0,580.0
2024-03-03,3,Toys,2761.72,0,0,427.0
2023-10-17,3,Toys,3875.45,0,0,598.0
2023-10-28,2,Electronics,8025.96,0,0,580.0
2023-09-08,5,Home & Kitchen,4110.73,0,0,814.0
2025-03-08,4,Home & Kitchen,3110.16,0,0,874.0
2025-07-22,3,Electronics,5880.08,0,0,594.0
2023-08-13,2,Toys,3625.5,0,1,685.0
2023-09-21,4,Toys,3178.85,0,0,766.0
2024-03-08,5,Home & Kitchen,3409.87,0,1,1010.0
2025-09-23,2,Toys,3154.0,0,0,845.0
2025-10-25,1,Groceries,10233.76,0,0,696.0
2024-02-04,3,Clothing,4520.27,0,0,1171.0
2023-06-07,5,Toys,4652.39,1,0,873.0
2024-04-03,1,Electronics,5356.27,0,0,502.0
2024-08-07,5,Electronics,6150.0,0,0,447.0
2024-01-21,2,Electronics,5385.64,0,0,957.0
2024-03-19,3,Clothing,2417.57,0,0,886.0
2024-02-19,1,Groceries,9520.3,1,0,630.0
2026-02-27,5,Electronics,5701.94,0,1,962.0
2024-08-17,5,Toys,3999.52,0,0,836.0
2025-01-31,4,Toys,2139.51,0,0,929.0
2024-03-21,3,Groceries,9041.99,0,0,413.0
2023-05-19,3,Electronics,7028.0,0,1,903.0
2023-08-06,5,Home & Kitchen,2533.34,0,0,398.0
2024-07-26,5,Home & Kitchen,2806.59,0,0,755.0
2023-08-23,4,Electronics,5191.12,0,0,702.0
2023-05-05,4,Electronics,4275.53,0,0,209.0
2025-04-06,5,Clothing,5427.0,0,1,1283.0
2023-04-23,5,Toys,4847.99,0,0,558.0
2023-06-06,1,Clothing,5677.12,0,0,986.0
2025-01-23,1,Clothing,4140.12,0,1,906.0
2023-12-08,2,Clothing,6293.0,0,0,860.0
2023-04-17,3,Electronics,6291.21,0,1,1128.0
2025-02-12,1,Groceries,7422.09,0,0,956.0
2024-07-12,1,Clothing,3390.37,0,0,744.0
2023-12-09,2,Home & Kitchen,5329.85,0,0,519.0
2025-08-28,1,Clothing,4569.66,0,0,376.0
2025-06-20,5,Electronics,4622.9,0,0,389.0
2024-05-30,2,Home & Kitchen,3586.79,0,1,1039.0
2024-09-30,2,Clothing,2555.68,0,0,407.0
2024-10-20,3,Clothing,4561.47,0,1,482.0
2024-12-29,1,Home & Kitchen,4342.04,0,0,518.0
2024-08-09,5,Groceries,7651.81,0,0,789.0
2025-09-18,4,Toys,3002.87,0,0,977.0
2023-10-03,3,Electronics,5420.08,0,0,400.0
2023-07-17,5,Clothing,3594.85,0,0,423.0
2023-06-27,3,Home & Kitchen,6483.62,0,1,511.0
2025-09-28,4,Groceries,10719.51,0,0,999.0
2024-01-23,2,Clothing,2674.93,0,0,697.0
2024-12-27,1,Electronics,6918.51,0,0,412.0
2025-09-28,2,Toys,1795.35,0,0,439.0
2025-07-07,3,Home & Kitchen,3704.31,0,0,524.0
2025-01-17,3,Home & Kitchen,4515.85,0,0,683.0
2025-06-04,5,Home & Kitchen,3332.96,0,0,236.0
2024-08-17,1,Home & Kitchen,3046.12,0,0,660.0
2023-08-21,1,Toys,3699.45,0,0,646.0
2024-04-18,1,Toys,2570.45,0,0,830.0
2024-01-27,2,Groceries,9192.91,0,0,729.0
2023-12-10,1,Home & Kitchen,4441.48,0,0,399.0
2025-03-26,4,Home & Kitchen,2525.07,0,0,231.0
2023-12-01,3,Electronics,8124.86,0,0,747.0
2024-12-25,2,Electronics,8321.63,0,0,361.0
2024-06-23,1,Groceries,16943.6,0,1,1251.0
2025-04-25,1,Clothing,3120.29,0,0,381.0
2023-12-28,1,Groceries,10339.53,0,0,687.0
2023-08-26,4,Electronics,5210.64,0,0,522.0
2023-06-23,1,Groceries,15445.75,0,1,514.0
2023-05-27,2,Electronics,7417.28,0,0,1094.0
2023-07-27,2,Electronics,7699.07,0,1,309.0
2024-09-04,3,Toys,2631.72,0,0,697.0
2024-02-23,3,Home & Kitchen,7136.73,0,1,466.0
2026-02-14,3,Electronics,5468.56,0,0,870.0
2025-05-03,1,Toys,2325.79,0,0,291.0
2025-11-17,5,Electronics,6440.13,0,0,703.0
2025-10-07,2,Electronics,3737.43,0,0,749.0
2024-11-12,5,Home & Kitchen,3519.86,0,0,443.0
2025-10-02,5,Clothing,3854.05,0,0,776.0
2023-09-13,5,Home & Kitchen,5502.68,0,1,1095.0
2025-03-23,5,Clothing,4626.62,0,0,1088.0
2025-01-06,4,Home & Kitchen,2999.96,0,0,772.0
2023-11-27,1,Toys,3450.48,0,0,301.0
2023-12-05,1,Clothing,4366.49,0,0,847.0
2024-05-07,3,Clothing,2499.56,0,0,361.0
2026-01-28,1,Electronics,9391.49,0,1,657.0
2023-06-11,1,Groceries,11749.09,0,0,711.0
2024-01-12,4,Toys,6011.96,0,1,626.0
2024-04-29,5,Groceries,7758.51,0,0,
2024-07-08,4,Toys,2438.09,0,0,557.0
2025-05-29,4,Toys,3121.69,0,0,834.0
2025-07-18,1,Clothing,3576.28,0,0,487.0
2025-01-17,2,Toys,2296.49,0,1,643.0
2024-10-19,2,Electronics,5663.07,0,0,932.0
2024-11-20,4,Groceries,12104.57,0,0,461.0
2023-10-15,5,Toys,3752.69,0,0,567.0
2024-11-02,4,Home & Kitchen,5036.74,0,0,302.0
2025-05-18,5,Groceries,10023.46,0,0,290.0
2025-07-04,2,Home & Kitchen,3345.5,0,1,913.0
2023-04-05,2,Clothing,4070.38,0,0,807.0
2023-05-01,5,Home & Kitchen,3517.43,0,0,771.0
2023-12-01,5,Electronics,12669.87,0,1,1005.0
2025-05-01,5,Home & Kitchen,2839.58,0,0,405.0
2025-06-20,1,Toys,7129.19,0,1,706.0
2024-07-04,2,Groceries,8348.68,0,0,347.0
2023-04-29,2,Clothing,4436.18,0,0,688.0
2024-05-10,1,Home & Kitchen,2720.1,0,0,379.0
2025-11-25,4,Toys,4730.52,0,0,650.0
2025-10-08,4,Electronics,4442.1,0,0,771.0
2025-10-02,2,Toys,7353.28,0,1,330.0
2023-10-11,4,Home & Kitchen,2958.76,0,0,296.0
2024-08-27,4,Toys,5449.02,1,0,781.0
2024-12-18,2,Home & Kitchen,5512.27,0,0,657.0
2025-06-03,4,Home & Kitchen,2349.7,0,0,441.0
2024-04-14,1,Home & Kitchen,3646.28,0,0,591.0
2023-05-13,4,Toys,5197.14,0,1,1416.0
2024-07-13,2,Groceries,10154.67,0,0,811.0
2024-10-04,1,Clothing,4013.48,0,0,548.0
2024-02-16,4,Toys,2634.79,0,1,
2023-10-05,1,Electronics,5350.84,0,0,383.0
2026-02-18,3,Toys,2650.08,0,0,539.0
2024-09-03,2,Clothing,2015.86,0,0,538.0
2023-09-03,4,Home & Kitchen,3974.39,0,0,1196.0
2024-11-21,5,Home & Kitchen,5687.91,1,0,954.0
2025-05-28,4,Electronics,9331.42,0,1,302.0
2024-04-26,3,Electronics,4658.46,0,0,370.0
2025-03-10,3,Groceries,6915.44,0,0,922.0
2024-02-04,2,Groceries,9212.89,0,0,602.0
2024-06-25,4,Clothing,2871.39,0,0,218.0
2025-02-28,4,Groceries,7219.73,0,0,531.0
2026-03-03,3,Clothing,3627.21,1,0,840.0
2024-01-20,4,Electronics,6139.88,0,0,1118.0
2023-07-29,1,Electronics,9955.3,0,0,805.0
2025-05-24,5,Toys,2317.45,0,0,601.0
2024-05-03,4,Home & Kitchen,2450.28,0,0,918.0
2025-08-20,4,Home & Kitchen,3333.65,0,0,866.0
2023-05-27,5,Groceries,16419.4,0,1,
2025-03-15,3,Electronics,6503.08,0,0,770.0
2023-08-12,3,Toys,4258.22,0,0,409.0
2025-11-27,3,Groceries,10842.93,0,0,536.0
2023-12-19,2,Home & Kitchen,7195.48,0,1,1089.0
2025-07-15,4,Clothing,4765.16,0,1,396.0
2025-04-25,4,Toys,2532.15,0,0,855.0
2024-06-26,1,Home & Kitchen,3588.75,0,0,786.0
2024-06-11,4,Home & Kitchen,3709.92,0,0,480.0
2025-08-07,2,Groceries,11942.66,1,0,1237.0
2023-12-06,3,Clothing,4705.98,0,0,392.0
2026-01-29,3,Home & Kitchen,3428.75,0,0,583.0
2024-03-20,5,Clothing,3942.91,0,0,886.0
2023-07-16,2,Groceries,10064.51,0,0,1021.0
2023-08-17,3,Groceries,8316.68,0,0,564.0
2023-08-14,3,Electronics,6015.35,0,0,670.0
2025-12-23,4,Home & Kitchen,6050.18,0,0,276.0
2025-07-10,1,Groceries,9573.33,0,0,545.0
2024-04-12,3,Home & Kitchen,4177.1,0,0,969.0
2024-07-02,1,Groceries,9231.7,0,0,668.0
2024-04-05,4,Home & Kitchen,3227.61,0,0,595.0
2025-03-09,1,Groceries,9778.74,0,0,506.0
2024-01-04,2,Groceries,7911.77,0,0,807.0
2025-03-10,1,Clothing,3246.12,0,0,927.0
2025-07-17,2,Clothing,2533.22,0,0,961.0
2024-08-12,4,Clothing,3139.23,0,1,820.0
2025-08-02,4,Clothing,6120.38,0,1,1296.0
2023-08-27,3,Groceries,10177.83,0,0,1062.0
2023-12-21,5,Home & Kitchen,3861.58,0,0,626.0
2025-04-19,1,Toys,5119.2,0,0,460.0
2023-11-18,2,Toys,9653.47,0,1,348.0
2025-10-15,4,Groceries,6684.45,0,0,855.0
2024-04-09,5,Electronics,3402.72,0,0,490.0
2025-11-29,5,Toys,2840.58,0,0,1192.0
2024-02-09,2,Clothing,1632.11,0,0,353.0
2023-04-08,4,Electronics,8128.63,0,0,720.0
2024-06-16,1,Home & Kitchen,5253.24,0,0,1138.0
2025-07-17,4,Electronics,6651.7,0,1,354.0
2026-01-17,5,Toys,2796.62,0,0,813.0
2024-06-08,2,Toys,3415.42,0,0,1122.0
2025-07-03,4,Clothing,3908.23,0,0,567.0
2023-07-12,5,Groceries,8414.3,0,0,924.0
2024-06-10,2,Electronics,6277.71,0,0,716.0
2026-03-19,5,Home & Kitchen,3027.57,0,0,729.0
2025-11-02,4,Groceries,11922.11,0,0,578.0
2023-11-10,1,Home & Kitchen,2889.15,0,0,465.0
2023-11-29,5,Electronics,6410.12,0,0,729.0
2023-12-09,1,Groceries,11996.01,0,0,603.0
2024-10-16,2,Toys,3219.42,0,0,350.0
2023-10-19,1,Toys,3749.03,0,0,268.0
2025-11-15,2,Toys,2200.26,0,0,496.0
2024-06-27,3,Home & Kitchen,2373.83,0,0,793.0
2025-07-27,2,Toys,4470.5,0,0,453.0
2025-07-02,5,Groceries,7905.82,0,0,768.0
2025-05-17,5,Home & Kitchen,2942.56,0,0,757.0
2024-04-19,2,Toys,4353.98,1,0,876.0
2023-05-21,5,Toys,5179.45,0,0,1171.0
2026-01-15,4,Groceries,7801.74,0,0,665.0
2026-01-11,5,Toys,3274.86,0,0,469.0
